,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,MEAT_TYPE
63840,8205097,3298,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
63841,8205098,3367,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
63850,8205209,3301,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
63851,8205217,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,10 OZ,PORK
63852,8205218,1425,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,UNKNOWN
63856,8205252,5482,MEAT-PCKGD,National,HEAT/SERVE,BEEF - FULLY COOKED,18 OZ,BOVINE
63867,8205315,3286,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
63881,8205418,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,16OZ,POULTRY
63897,8205637,1425,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,1.5LB,PORK
63912,8205728,1425,MEAT-PCKGD,National,LUNCHMEAT,HAM,1LB,PORK
63919,8205778,3292,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
63922,8205811,6055,MEAT-PCKGD,National,FROZEN MEAT,FROZEN MEAT,12OZ,UNKNOWN
63929,8205831,3307,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
63943,8239946,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
63958,8243534,5659,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,1 LBS,SEAFOOD
63959,8243828,5659,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,4-6OZ/1LB,SEAFOOD
63960,8243829,5659,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,4-6OZ/1LB,SEAFOOD
63961,8244031,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
63973,8248932,1425,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,8 OZ,PORK
64042,8249333,1425,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ,UNKNOWN
64076,8249475,5423,MEAT,National,PORK,FRESH,16 OZ,PORK
64078,8249498,1425,MEAT-PCKGD,National,LUNCHMEAT,LOAVE,8 OZ,UNKNOWN
64079,8249499,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
64082,8249513,5482,MEAT-PCKGD,National,HEAT/SERVE,BEEF - FULLY COOKED,18 OZ,BOVINE
64088,8249550,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
64090,8249559,5482,MEAT-PCKGD,National,HEAT/SERVE,BEEF - FULLY COOKED,18 OZ,BOVINE
64096,8273833,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
64099,8273950,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10OZ,PORK
64105,8276172,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10OZ,PORK
64106,8276234,3318,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
64108,8276393,397,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,6 OZ,POULTRY
64137,8290014,2945,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
64141,8290583,961,DELI,Private,CHICKEN/POULTRY,CHIX: CHICKEN DINNERS/SNACKS H, ,POULTRY
64149,8291322,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
64171,8292952,3325,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
64185,8293139,4270,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
64191,8293179,3304,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-LIVE SHLFSH-OTHER, ,SEAFOOD
64251,8293447,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
64349,8321674,4172,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
64352,8322785,4590,MEAT,National,CHICKEN,BREAST - BONE-IN, ,POULTRY
64353,8350225,69,DELI,Private,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
64356,8350309,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT),48OZ,POULTRY
64357,8350508,3486,MEAT,National,PORK,ENHANCED, ,PORK
64359,8350608,3325,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
64361,8351126,4715,MEAT,National,BEEF,CUBED MEATS, ,BOVINE
64363,8351705,1161,MEAT-PCKGD,National,MEAT - MISC,MISCELLANEOUS,16 OZ,UNKNOWN
64365,8352085,5423,MEAT,National,PORK,MARINATED PORK,19OZ,PORK
64391,8353376,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
64392,8353377,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,8OZ,UNKNOWN
64418,8354690,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10OZ,PORK
64446,8357407,3657,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
64452,8357462,4014,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
64456,8357533,3442,MEAT,National,PORK,BUTTS, ,PORK
64459,8357552,3446,MEAT,National,PORK,RIBS, ,PORK
64463,8357613,3446,MEAT,National,PORK,RIBS, ,PORK
64473,8357736,3446,MEAT,National,PORK,RIBS, ,PORK
64485,8357894,3655,MEAT,National,BEEF,NATURAL BEEF, ,BOVINE
64517,8358201,3654,MEAT,National,BEEF,RIB - STK/CHP/SLC, ,BOVINE
64518,8358205,3654,MEAT,National,BEEF,RIB - STK/CHP/SLC, ,BOVINE
64522,8358258,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,9.42 OZ,PORK
64529,8358356,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,9.42 OZ,PORK
64533,8358410,4014,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
64538,8358460,3657,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
64539,8358471,3447,MEAT,National,PORK,RIBS, ,PORK
64543,8358541,3656,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
64544,8358563,3446,MEAT,National,PORK,RIBS, ,PORK
64546,8358572,3442,MEAT,National,PORK,BUTTS, ,PORK
64549,8358621,4014,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
64557,8358688,3656,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
64572,8358846,3442,MEAT,National,PORK,BUTTS, ,PORK
64577,8358933,69,GROCERY,Private,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,1.25 LB,POULTRY
64631,8379807,1858,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,20 OZ,UNKNOWN
64645,9187191,69,MEAT-PCKGD,Private,BACON,PRE-COOKED,3 OZ(15SL),PORK
64646,9187192,69,MEAT-PCKGD,Private,BACON,ECONOMY,48 OZ,PORK
64663,9187974,4467,DELI,National,DELI MEATS,MEAT: BEEF BULK, ,BOVINE
64668,9188757,1178,MISC. TRANS.,National,NO COMMODITY DESCRIPTION,TUNA,6 OZ,SEAFOOD
64698,9193875,5423,DELI,National,DELI MEATS,MEAT: BEEF PPK/PRESLCD,8 OZ,BOVINE
64699,9193877,5423,DELI,National,DELI MEATS,MEAT: HAM PPK/PRSLC,8 OZ,PORK
64700,9193879,5423,DELI,National,DELI MEATS,MEAT: TURKEY PPK/PRESLC,8 OZ,POULTRY
64701,9193880,5423,DELI,National,DELI MEATS,MEAT: HAM PPK/PRSLC,8 OZ,PORK
64823,9196585,4171,MEAT,National,CHICKEN,CHICKEN BREAST BONELESS, ,POULTRY
64832,9211125,4811,MEAT,National,SMOKED MEATS,HAMS-SPIRAL, ,PORK
64842,9213933,3639,MEAT,National,TURKEY,TURKEY BREAST BONE IN, ,POULTRY
64856,9215558,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9OZ,POULTRY
64857,9215647,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9OZ,POULTRY
64858,9215648,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,PORK
64863,9216641,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
64871,9219858,5423,DELI,National,CHICKEN/POULTRY,CHIX: ROTISSERIE COLD, ,POULTRY
65081,9245003,5423,DELI,National,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (COLD), ,POULTRY
65092,9245104,4692,MEAT,National,CHICKEN,CHICKEN, ,POULTRY
65093,9245106,4408,MEAT,National,BEEF,ANGUS, ,BOVINE
65094,9245108,4879,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
65095,9245109,4694,MEAT-PCKGD,National,MEAT - MISC,CHICKEN, ,POULTRY
65101,9245167,5423,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,16OZ,POULTRY
65175,9245921,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
65178,9248383,5423,DELI,National,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (COLD),56 OZ,POULTRY
65209,9266289,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10OZ,PORK
65210,9266292,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
65213,9266653,739,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,1.5LBS,SEAFOOD
65214,9266654,739,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,1.75LBS,SEAFOOD
65239,9270200,5423,DELI,National,CHICKEN/POULTRY,CHIX: ROTISSERIE COLD, ,POULTRY
65240,9270247,5423,DELI,National,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), ,POULTRY
65282,9270796,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14OZ,BOVINE
65286,9272544,191,MEAT-PCKGD,National,HOT DOGS,ECONOMY - BEEF,16 OZ,BOVINE
65287,9272614,191,MEAT-PCKGD,National,LUNCHMEAT,HAM,16 OZ,PORK
65321,9296427,318,MEAT,National,SMOKED MEATS,HAMS-DRY CURED/COUNTRY,12 OZ,PORK
65327,9296530,5423,DELI,National,CHICKEN/POULTRY,CHIX: ROTISSERIE COLD, ,POULTRY
65334,9296564,5423,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), ,POULTRY
65335,9296578,4318,MEAT,National,CHICKEN,CHICKEN LEGS/QUARTERS, ,POULTRY
65341,9296618,5953,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,16 OZ,UNKNOWN
65347,9296766,5423,DELI,National,CHICKEN/POULTRY,CHIX:VALUE ADDED (COLD), ,POULTRY
65358,9296821,397,MEAT-PCKGD,National,HEAT/SERVE,BEEF - FULLY COOKED,6 OZ,BOVINE
65364,9296844,1178,GROCERY,National,SEAFOOD - SHELF STABLE,SALMON,3 OZ,SEAFOOD
65390,9296924,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65424,9297027,2515,GROCERY,National,SEAFOOD - SHELF STABLE,SALMON,6 OZ,SEAFOOD
65440,9297069,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65447,9297089,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,1.75 OZ,UNKNOWN
65457,9297124,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,1.75 OZ,UNKNOWN
65539,9297319,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65564,9297403,2065,MEAT,National,CHICKEN,INTERNAL,20 OZ,POULTRY
65608,9297535,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,1.0 OZ,UNKNOWN
65609,9297536,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,1.0 OZ,UNKNOWN
65643,9298275,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65648,9298555,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65649,9298691,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
65663,9300293,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ,BOVINE
65669,9301204,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
65673,9301306,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ,BOVINE
65702,9332630,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
65706,9333551,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,3.25 OZ,UNKNOWN
65708,9333734,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,16 OZ,BOVINE
65709,9333735,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
65816,9337672,5423,MEAT,National,CHICKEN,INTERNAL,20 OZ,POULTRY
65869,9338009,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
65883,9341883,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
65887,9361956,3949,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
65890,9362429,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
65894,9362590,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
65895,9362593,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
65906,9364492,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
65907,9364495,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
65913,9365106,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
65915,9365503,80,MEAT-PCKGD,National,FROZEN MEAT,FRZN BRD STICK/PORTON,10 OZ,UNKNOWN
65917,9365567,3948,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
65918,9365568,3949,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
65919,9365621,80,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN GRILLED PORTIONS,11 OZ,UNKNOWN
65920,9365622,80,MEAT-PCKGD,National,FROZEN MEAT,FRZN MISC SEAFOOD,11 OZ,SEAFOOD
66073,9370894,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
66095,9392337,80,MEAT-PCKGD,National,FROZEN MEAT,FRZN BRD STICK/PORTON,10 OZ,UNKNOWN
66100,9392804,1094,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,6 OZ.,PORK
66101,9392845,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
66102,9392847,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
66110,9393656,191,MEAT-PCKGD,National,HOT DOGS,ECONOMY - BEEF,16 OZ,BOVINE
66111,9393724,516,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,24 OZ,POULTRY
66112,9393955,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
66118,9395304,3019,MEAT,National,PORK,DRY, ,PORK
66119,9395310,3056,MEAT,National,PORK,DRY, ,PORK
66147,9396666,3329,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
66210,9398020,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
66235,9405078,2515,GROCERY,National,SEAFOOD - SHELF STABLE,TUNA,4 OZ,SEAFOOD
66237,9416402,80,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,FRZN BRD WHOLE FILLETS,8 OZ,SEAFOOD
66240,9416729,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
66243,9417751,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
66252,9418754,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
66337,9419552,2104,MEAT,National,LAMB,GRINDS,1LB,OVINE
66363,9419665,2104,MEAT,National,LAMB,GRINDS,1LB,OVINE
66416,9419977,69,SEAFOOD-PCKGD,Private,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-MISC,4OZ,SEAFOOD
66426,9420021,69,MEAT-PCKGD,Private,BACON,PRE-COOKED,2.5OZ,PORK
66556,9423352,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,16 OZ,UNKNOWN
66560,9423704,2037,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,2.34 LB,UNKNOWN
66566,9424241,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
66570,9424287,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
66572,9424327,2037,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,1LB,UNKNOWN
66588,9440040,69,GROCERY,Private,WAREHOUSE SNACKS,MEAT SNACKS,4 OZ,UNKNOWN
66622,9445621,3357,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
66634,9445752,69,SEAFOOD-PCKGD,Private,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-MISC,6OZ,SEAFOOD
66673,9446082,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,FRZN GRILLED PORTIONS,12 OZ,SEAFOOD
66748,9446701,4906,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RW-ALL, ,SEAFOOD
66779,9447834,516,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,23OZ,UNKNOWN
66804,9468724,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10OZ,POULTRY
66805,9469110,1089,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
66876,9485365,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10OZ,PORK
66880,9485525,3720,DELI,National,DELI MEATS,MEAT: BEEF BULK, ,BOVINE
66905,9486388,1442,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,16 OZ,UNKNOWN
66944,9487285,1323,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,14 OZ,UNKNOWN
66953,9487322,1442,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,16 OZ,UNKNOWN
67080,9487885,5758,MEAT-PCKGD,National,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,1LB,UNKNOWN
67157,9493566,69,GROCERY,Private,FROZEN CHICKEN,FRZN BREADED PREPARED CHICK,1.25 LB,POULTRY
67175,9520060,1912,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,16 OZ,PORK
67176,9520112,1912,MEAT-PCKGD,National,BACON,ECONOMY,12 OZ,PORK
67193,9522138,516,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,23OZ,UNKNOWN
67195,9522241,516,MEAT-PCKGD,National,HEAT/SERVE,CHICKEN-FULLY COOKED,24OZ,POULTRY
67204,9522575,1094,MEAT-PCKGD,National,BACON,FLAVORED/OTHER,16 OZ,PORK
67206,9522882,5423,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED - BEEF,14OZ,BOVINE
67207,9523058,1598,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,16 OZ,UNKNOWN
67208,9523059,1598,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,13.35 OZ,UNKNOWN
67404,9526628,1216,MEAT-PCKGD,National,FROZEN MEAT,BEEF - FULLY COOKED,22 OZ,BOVINE
67651,9527187,1216,MEAT-PCKGD,National,FROZEN MEAT,PORK-FULLY COOKED,22 OZ,PORK
67854,9546240,1425,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,12 OZ,PORK
67859,9546982,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),40 OZ,POULTRY
67897,9551749,1598,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,13.35 OZ,UNKNOWN
67906,9552730,69,SEAFOOD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,5 LB,SEAFOOD
67928,9552833,914,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP EXA,10 OZ,SEAFOOD
67947,9552908,1323,MEAT-PCKGD,National,HOT DOGS,PREMIUM - BEEF,14 OZ,BOVINE
68046,9553166,914,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,8.2 OZ,SEAFOOD
68116,9553359,1087,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD STICK/PORTON,10OZ,UNKNOWN
68117,9553360,1087,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD STICK/PORTON,10OZ,UNKNOWN
68158,9555168,1018,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
68160,9555505,1018,MEAT,National,TURKEY,PATTIES,3 LB,POULTRY
68181,9570464,1087,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD WHOLE FILLETS,18.2 OZ,UNKNOWN
68208,9573965,461,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD OTHER,10 OZ,UNKNOWN
68254,9575186,2376,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,12 OZ,SEAFOOD
68262,9575212,2376,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,12 OZ,SEAFOOD
68278,9575278,2376,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,12 OZ,SEAFOOD
68305,9575407,2376,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,12 OZ,SEAFOOD
68360,9639051,4016,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
68378,9651379,1548,MEAT-PCKGD,National,LUNCHMEAT,HAM,9 OZ,PORK
68379,9651380,1548,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OZ,POULTRY
68396,9652868,5423,MEAT-PCKGD,National,BACON,PRE-COOKED,3 OZ(15SL),PORK
68412,9653602,69,MEAT-PCKGD,Private,BACON,PRE-COOKED,2.5OZ,PORK
68463,9654992,4294,MEAT,National,TURKEY,WHOLE - TOM (16 LBS & OVER FRS, ,POULTRY
68696,9670979,4900,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
68716,9672585,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),40 OZ,POULTRY
68717,9672623,3947,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
68718,9672692,69,SEAFOOD-PCKGD,Private,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-MISC,6OZ,SEAFOOD
68723,9673224,4165,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
68724,9673265,621,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,12 OZ,UNKNOWN
68738,9673807,516,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,23OZ,UNKNOWN
68744,9673897,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,2 OZ,UNKNOWN
68745,9673917,4076,DELI,National,DELI MEATS,MEAT: BEEF BULK, ,BOVINE
68746,9673921,4088,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
68749,9673961,621,DELI,National,DELI MEATS,MEAT: HAM PPK/PRSLC,8 OZ,PORK
68804,9676780,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,.88 OZ,UNKNOWN
68860,9676940,621,DELI,National,DELI MEATS,MEAT: HAM PPK/PRSLC,8 OZ,PORK
68908,9677098,4078,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
69010,9677381,621,DELI,National,DELI MEATS,MEAT:LNCHMT PPK/PRSLC,8 OZ,UNKNOWN
69042,9677463,5423,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1LB,UNKNOWN
69082,9677585,621,DELI,National,DELI MEATS,MEAT: TURKEY PPK/PRESLC,8 OZ,POULTRY
69087,9677611,4092,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
69143,9677837,4083,DELI,National,DELI MEATS,MEAT: CHICKEN BULK, ,POULTRY
69144,9677838,4142,DELI,National,DELI MEATS,MEAT:HAM BULK, ,PORK
69195,9680253,69,DELI,Private,CHICKEN/POULTRY,CHIX: ROTISSERIE (HOT), ,POULTRY
69200,9680762,1425,MEAT-PCKGD,National,LUNCHMEAT,BOLOGNA,8 OZ,UNKNOWN
69245,9686158,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.45 OZ,UNKNOWN
69251,9704577,6163,MEAT,National,CHICKEN,CHICKEN THIGHS,5 LB,POULTRY
69253,9704627,69,GROCERY,Private,WAREHOUSE SNACKS,MEAT SNACKS,4 OZ,UNKNOWN
69255,9704641,216,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,2 OZ,UNKNOWN
69258,9704683,4324,MEAT,National,CHICKEN,BREAST - BONELESS, ,POULTRY
69265,9704771,3051,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
69304,9706415,1774,MEAT-PCKGD,National,HEAT/SERVE,PORK-FULLY COOKED,1.5 LB,PORK
69320,9706936,216,GROCERY,National,BAG SNACKS,MEAT SNACKS,3.25 OZ,UNKNOWN
69370,9707240,665,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,14 OZ,UNKNOWN
69372,9707265,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - FLAVORED/OTHER,12 OZ,PORK
